Name;Surname;SID;GPA;Grade;Credits;email;password;SFID;Major
Hal;Doria;45349;1.14;2;56;hdoria@du.edu.tr;HD45349;4;Psychology
Haley;Dorian;45350;2.19;1;6;hdorian@du.edu.tr;HD45350;1;International Relations
Halina;Dorie;45351;3.45;3;99;hdorie@du.edu.tr;HD45351;2;Mechanical Engineering
Halley;Dorinda;45352;1.7;1;2;hdorinda@du.edu.tr;HD45352;4;Sociology
Hallie;Dorine;45353;3.29;2;58;hdorine@du.edu.tr;HD45353;2;Computer Engineering
Han;Doris;45354;1.13;2;41;hdoris@du.edu.tr;HD45354;1;Business Administration
Hana;Dorla;45355;2.79;1;17;hdorla@du.edu.tr;HD45355;4;Archaeology and History of Art
Hang;Dorotha;45356;2.05;1;4;hdorotha@du.edu.tr;HD45356;4;Comparative Literature
Hanh;Dorothea;45357;1.23;2;36;hdorothea@du.edu.tr;HD45357;3;Law
Hank;Dorothy;45358;3.51;3;91;hdorothy@du.edu.tr;HD45358;3;Law
Hanna;Dorris;45359;1.68;3;104;hdorris@du.edu.tr;HD45359;0;Molecular Biology and Genetics
Hannah;Dorsey;45360;3.7;2;51;hdorsey@du.edu.tr;HD45360;1;Business Administration
Hannelore;Dortha;45361;1.31;3;72;hdortha@du.edu.tr;HD45361;1;Economy
Hans;Dorthea;45362;3.79;4;139;hdorthea@du.edu.tr;HD45362;1;International Relations
Harlan;Dorthey;45363;1.04;4;121;hdorthey@du.edu.tr;HD45363;2;Industrial Engineering
Harland;Dorthy;45364;1.47;2;55;hdorthy@du.edu.tr;HD45364;4;History
Harley;Dot;45365;2.8;3;79;hdot@du.edu.tr;HD45365;4;Archaeology and History of Art
Harmony;Dottie;45366;1.26;1;19;hdottie@du.edu.tr;HD45366;1;International Relations
Harold;Dotty;45367;3.41;3;94;hdotty@du.edu.tr;HD45367;2;Computer Engineering
Harriet;Doug;45368;2.88;4;122;hdoug@du.edu.tr;HD45368;4;Psychology
Harriett;Douglas;45369;3.32;4;130;hdouglas@du.edu.tr;HD45369;4;Comparative Literature
Harriette;Douglass;45370;1.56;3;77;hdouglass@du.edu.tr;HD45370;3;Law
Harris;Dovie;45371;3.02;4;115;hdovie@du.edu.tr;HD45371;1;Business Administration
Harrison;Doyle;45372;3.54;2;44;hdoyle@du.edu.tr;HD45372;0;Molecular Biology and Genetics
Harry;Dreama;45373;2.7;4;113;hdreama@du.edu.tr;HD45373;4;Psychology
Harvey;Drema;45374;4;4;119;hdrema@du.edu.tr;HD45374;4;History
Hassan;Drew;45375;1.3;3;81;hdrew@du.edu.tr;HD45375;2;Chemical and Biological Engineering 
Hassie;Drucilla;45376;1.33;4;108;hdrucilla@du.edu.tr;HD45376;1;Economy
Hattie;Drusilla;45377;1.9;4;106;hdrusilla@du.edu.tr;HD45377;2;Electrical and Electronics Engineering
Haydee;Duane;45378;1.17;4;129;hduane@du.edu.tr;HD45378;0;Mathematics
Hayden;Dudley;45379;2.03;3;74;hdudley@du.edu.tr;HD45379;0;Physics
Hayley;Dulce;45380;2.37;3;104;hdulce@du.edu.tr;HD45380;0;Chemistry
Haywood;Dulcie;45381;3.07;4;116;hdulcie@du.edu.tr;HD45381;3;Law
Hazel;Duncan;45382;2.84;2;46;hduncan@du.edu.tr;HD45382;2;Electrical and Electronics Engineering
Heath;Dung;45383;2.45;3;72;hdung@du.edu.tr;HD45383;0;Molecular Biology and Genetics
Heather;Dusti;45384;1.12;2;54;hdusti@du.edu.tr;HD45384;0;Physics
Hector;Dustin;45385;2.05;4;138;hdustin@du.edu.tr;HD45385;2;Computer Engineering
Hedwig;Dusty;45386;2.71;4;124;hdusty@du.edu.tr;HD45386;4;Philosophy
Hedy;Dwain;45387;2.56;1;15;hdwain@du.edu.tr;HD45387;0;Chemistry
Hee;Dwana;45388;1.53;4;131;hdwana@du.edu.tr;HD45388;4;Comparative Literature
Heide;Dwayne;45389;3.46;1;2;hdwayne@du.edu.tr;HD45389;3;Law
Heidi;Dwight;45390;1.74;1;26;hdwight@du.edu.tr;HD45390;0;Physics
Heidy;Dyan;45391;3.96;4;130;hdyan@du.edu.tr;HD45391;1;Economy
Heike;Dylan;45392;1.24;2;38;hdylan@du.edu.tr;HD45392;4;History
Helaine;Earl;45393;1.23;2;68;hearl@du.edu.tr;HE45393;3;Law
Helen;Earle;45394;1.45;2;43;hearle@du.edu.tr;HE45394;0;Molecular Biology and Genetics
Helena;Earlean;45395;3.75;2;57;hearlean@du.edu.tr;HE45395;3;Law
Helene;Earleen;45396;1.2;3;90;hearleen@du.edu.tr;HE45396;4;Philosophy
Helga;Earlene;45397;3.73;2;42;hearlene@du.edu.tr;HE45397;2;Computer Engineering
Hellen;Earlie;45398;2.36;1;28;hearlie@du.edu.tr;HE45398;3;Law
Henrietta;Earline;45399;1.74;3;78;hearline@du.edu.tr;HE45399;3;Law
Henriette;Earnest;45400;2.8;4;140;hearnest@du.edu.tr;HE45400;2;Industrial Engineering
Henry;Earnestine;45401;3.93;4;136;hearnestine@du.edu.tr;HE45401;0;Chemistry
Herb;Eartha;45402;1.15;4;134;heartha@du.edu.tr;HE45402;4;Comparative Literature
Herbert;Easter;45403;1.56;4;113;heaster@du.edu.tr;HE45403;2;Chemical and Biological Engineering 
Heriberto;Eboni;45404;1.31;4;117;heboni@du.edu.tr;HE45404;3;Law
Herlinda;Ebonie;45405;3.91;3;71;hebonie@du.edu.tr;HE45405;4;Psychology
Herma;Ebony;45406;3.04;2;63;hebony@du.edu.tr;HE45406;4;Philosophy
Herman;Echo;45407;1.1;3;85;hecho@du.edu.tr;HE45407;3;Law
Hermelinda;Ed;45408;1.98;3;73;hed@du.edu.tr;HE45408;2;Chemical and Biological Engineering 
Hermila;Eda;45409;2.87;4;137;heda@du.edu.tr;HE45409;4;Philosophy
Hermina;Edda;45410;3.39;1;5;hedda@du.edu.tr;HE45410;2;Computer Engineering
Hermine;Eddie;45411;2.4;3;72;heddie@du.edu.tr;HE45411;0;Molecular Biology and Genetics
Herminia;Eddy;45412;1.09;4;132;heddy@du.edu.tr;HE45412;2;Chemical and Biological Engineering 
Herschel;Edelmira;45413;2.88;1;7;hedelmira@du.edu.tr;HE45413;3;Law
Hershel;Eden;45414;3.98;3;97;heden@du.edu.tr;HE45414;4;Media and Visual Arts
Herta;Edgar;45415;3.5;3;85;hedgar@du.edu.tr;HE45415;1;Business Administration
Hertha;Edgardo;45416;1.89;2;47;hedgardo@du.edu.tr;HE45416;2;Industrial Engineering
Hester;Edie;45417;1.29;3;102;hedie@du.edu.tr;HE45417;3;Law
Hettie;Edison;45418;3.75;3;99;hedison@du.edu.tr;HE45418;4;Media and Visual Arts
Hiedi;Edith;45419;1.99;4;119;hedith@du.edu.tr;HE45419;4;Archaeology and History of Art
Hien;Edmond;45420;1.11;2;61;hedmond@du.edu.tr;HE45420;1;International Relations
Hilaria;Edmund;45421;3.68;2;43;hedmund@du.edu.tr;HE45421;0;Mathematics
Hilario;Edmundo;45422;1.86;3;73;hedmundo@du.edu.tr;HE45422;4;Philosophy
Hilary;Edna;45423;2.86;3;103;hedna@du.edu.tr;HE45423;0;Molecular Biology and Genetics
Hilda;Edra;45424;3.1;4;114;hedra@du.edu.tr;HE45424;4;Philosophy
Hilde;Edris;45425;3.21;1;33;hedris@du.edu.tr;HE45425;4;Sociology
Hildegard;Eduardo;45426;2.09;3;72;heduardo@du.edu.tr;HE45426;0;Mathematics
Hildegarde;Edward;45427;1.09;1;18;hedward@du.edu.tr;HE45427;2;Industrial Engineering
Hildred;Edwardo;45428;2.68;3;91;hedwardo@du.edu.tr;HE45428;1;International Relations
Hillary;Edwin;45429;3.73;4;136;hedwin@du.edu.tr;HE45429;2;Electrical and Electronics Engineering
Hilma;Edwina;45430;1.73;3;87;hedwina@du.edu.tr;HE45430;1;Business Administration
Hilton;Edyth;45431;2.55;4;124;hedyth@du.edu.tr;HE45431;4;Comparative Literature
Hipolito;Edythe;45432;2.56;4;139;hedythe@du.edu.tr;HE45432;4;Philosophy
Hiram;Effie;45433;1.05;2;60;heffie@du.edu.tr;HE45433;3;Law
Hiroko;Efrain;45434;1.3;2;39;hefrain@du.edu.tr;HE45434;1;Economy
Hisako;Efren;45435;1.17;4;135;hefren@du.edu.tr;HE45435;2;Chemical and Biological Engineering 
Hoa;Ehtel;45436;1.3;3;88;hehtel@du.edu.tr;HE45436;0;Molecular Biology and Genetics
Hobert;Eileen;45437;2.31;2;69;heileen@du.edu.tr;HE45437;1;Business Administration
Holley;Eilene;45438;1.75;4;128;heilene@du.edu.tr;HE45438;0;Mathematics
Holli;Ela;45439;2.42;3;102;hela@du.edu.tr;HE45439;2;Electrical and Electronics Engineering
Hollie;Eladia;45440;1.31;4;111;heladia@du.edu.tr;HE45440;4;Psychology
Hollis;Elaina;45441;2.52;3;84;helaina@du.edu.tr;HE45441;0;Mathematics
Holly;Elaine;45442;1.54;3;85;helaine@du.edu.tr;HE45442;0;Physics
Homer;Elana;45443;1.44;1;7;helana@du.edu.tr;HE45443;2;Mechanical Engineering
Honey;Elane;45444;3.87;2;63;helane@du.edu.tr;HE45444;2;Chemical and Biological Engineering 
Hong;Elanor;45445;1.61;2;54;helanor@du.edu.tr;HE45445;3;Law
Hope;Elayne;45446;1.79;1;13;helayne@du.edu.tr;HE45446;2;Computer Engineering
Horace;Elba;45447;1.14;3;75;helba@du.edu.tr;HE45447;1;Business Administration
Horacio;Elbert;45448;3.37;4;135;helbert@du.edu.tr;HE45448;3;Law
Hortencia;Elda;45449;1.94;3;105;helda@du.edu.tr;HE45449;0;Molecular Biology and Genetics
Hortense;Elden;45450;1.68;2;39;helden@du.edu.tr;HE45450;0;Physics
Hortensia;Eldon;45451;1.93;3;82;heldon@du.edu.tr;HE45451;1;Economy
Hosea;Eldora;45452;1.5;2;41;heldora@du.edu.tr;HE45452;2;Mechanical Engineering
Houston;Eldridge;45453;1.57;3;84;heldridge@du.edu.tr;HE45453;4;Sociology
Howard;Eleanor;45454;2.91;3;101;heleanor@du.edu.tr;HE45454;2;Electrical and Electronics Engineering
Hoyt;Eleanora;45455;3.41;1;2;heleanora@du.edu.tr;HE45455;2;Electrical and Electronics Engineering
Hsiu;Eleanore;45456;3.83;4;139;heleanore@du.edu.tr;HE45456;1;Economy
Hubert;Elease;45457;1.48;4;132;helease@du.edu.tr;HE45457;0;Molecular Biology and Genetics
Hue;Elena;45458;2.76;4;126;helena@du.edu.tr;HE45458;0;Physics
Huey;Elene;45459;3.21;2;65;helene@du.edu.tr;HE45459;2;Computer Engineering
Hugh;Eleni;45460;2.89;1;5;heleni@du.edu.tr;HE45460;1;International Relations
Hugo;Elenor;45461;2.19;2;54;helenor@du.edu.tr;HE45461;2;Chemical and Biological Engineering 
Hui;Elenora;45462;2.58;2;44;helenora@du.edu.tr;HE45462;2;Industrial Engineering
Hulda;Elenore;45463;1.35;2;41;helenore@du.edu.tr;HE45463;1;Business Administration
Humberto;Eleonor;45464;3.68;1;12;heleonor@du.edu.tr;HE45464;1;International Relations
Hung;Eleonora;45465;1.47;4;125;heleonora@du.edu.tr;HE45465;1;International Relations
Hunter;Eleonore;45466;1.65;3;75;heleonore@du.edu.tr;HE45466;3;Law
Huong;Elfreda;45467;1.06;1;13;helfreda@du.edu.tr;HE45467;2;Mechanical Engineering
Hwa;Elfrieda;45468;1.17;3;98;helfrieda@du.edu.tr;HE45468;1;Economy
Hyacinth;Elfriede;45469;1.05;2;62;helfriede@du.edu.tr;HE45469;2;Electrical and Electronics Engineering
Hye;Eli;45470;1.48;2;41;heli@du.edu.tr;HE45470;4;Psychology
Hyman;Elia;45471;2.58;4;124;helia@du.edu.tr;HE45471;1;Business Administration
Hyo;Eliana;45472;3.64;2;41;heliana@du.edu.tr;HE45472;4;Comparative Literature
Hyon;Elias;45473;3.05;2;60;helias@du.edu.tr;HE45473;2;Industrial Engineering
Hyun;Elicia;45474;1.26;1;9;helicia@du.edu.tr;HE45474;2;Computer Engineering
Ian;Elida;45475;3.47;1;22;ýelida@du.edu.tr;IE45475;2;Computer Engineering
Ida;Elidia;45476;3.69;4;137;ýelidia@du.edu.tr;IE45476;3;Law
Idalia;Elijah;45477;2.93;2;61;ýelijah@du.edu.tr;IE45477;0;Molecular Biology and Genetics
Idell;Elin;45478;3.38;4;119;ýelin@du.edu.tr;IE45478;2;Mechanical Engineering
Idella;Elina;45479;3.39;3;97;ýelina@du.edu.tr;IE45479;0;Physics
Iesha;Elinor;45480;2.61;2;65;ýelinor@du.edu.tr;IE45480;4;Sociology
Ignacia;Elinore;45481;1.65;3;104;ýelinore@du.edu.tr;IE45481;1;Business Administration
Ignacio;Elisa;45482;3.29;2;68;ýelisa@du.edu.tr;IE45482;2;Mechanical Engineering
Ike;Elisabeth;45483;3.15;4;118;ýelisabeth@du.edu.tr;IE45483;4;History
Ila;Elise;45484;2.97;1;17;ýelise@du.edu.tr;IE45484;3;Law
Ilana;Eliseo;45485;2.33;3;83;ýeliseo@du.edu.tr;IE45485;1;International Relations
Ilda;Elisha;45486;2.52;3;71;ýelisha@du.edu.tr;IE45486;1;Business Administration
Ileana;Elissa;45487;1.42;1;8;ýelissa@du.edu.tr;IE45487;2;Industrial Engineering
Ileen;Eliz;45488;3.49;2;38;ýeliz@du.edu.tr;IE45488;3;Law
Ilene;Eliza;45489;1.98;3;74;ýeliza@du.edu.tr;IE45489;4;Archaeology and History of Art
Iliana;Elizabet;45490;1.01;1;19;ýelizabet@du.edu.tr;IE45490;2;Electrical and Electronics Engineering
Illa;Elizabeth;45491;3.07;1;18;ýelizabeth@du.edu.tr;IE45491;4;Comparative Literature
Ilona;Elizbeth;45492;3.66;3;88;ýelizbeth@du.edu.tr;IE45492;3;Law
Ilse;Elizebeth;45493;1.72;3;86;ýelizebeth@du.edu.tr;IE45493;3;Law
Iluminada;Elke;45494;2.16;4;114;ýelke@du.edu.tr;IE45494;1;International Relations
Ima;Ella;45495;1.34;1;30;ýella@du.edu.tr;IE45495;3;Law
Imelda;Ellamae;45496;1.42;2;48;ýellamae@du.edu.tr;IE45496;4;Media and Visual Arts
Imogene;Ellan;45497;3.08;3;96;ýellan@du.edu.tr;IE45497;2;Chemical and Biological Engineering 
In;Ellen;45498;1.96;2;67;ýellen@du.edu.tr;IE45498;0;Mathematics
Ina;Ellena;45499;2.54;2;51;ýellena@du.edu.tr;IE45499;0;Molecular Biology and Genetics
India;Elli;45500;2.61;4;106;ýelli@du.edu.tr;IE45500;1;Business Administration
Indira;Ellie;45501;1.27;3;74;ýellie@du.edu.tr;IE45501;0;Molecular Biology and Genetics
Inell;Elliot;45502;3.76;4;113;ýelliot@du.edu.tr;IE45502;4;Archaeology and History of Art
Ines;Elliott;45503;1.13;4;109;ýelliott@du.edu.tr;IE45503;2;Computer Engineering
Inez;Ellis;45504;2.27;4;113;ýellis@du.edu.tr;IE45504;4;History
Inga;Ellsworth;45505;1.52;2;62;ýellsworth@du.edu.tr;IE45505;3;Law
Inge;Elly;45506;3.47;2;70;ýelly@du.edu.tr;IE45506;1;Economy
Ingeborg;Ellyn;45507;1.77;2;60;ýellyn@du.edu.tr;IE45507;0;Physics
Inger;Elma;45508;3.37;3;82;ýelma@du.edu.tr;IE45508;4;Media and Visual Arts
Ingrid;Elmer;45509;1.21;1;15;ýelmer@du.edu.tr;IE45509;2;Computer Engineering
Inocencia;Elmira;45510;1.54;3;80;ýelmira@du.edu.tr;IE45510;3;Law
Iola;Elmo;45511;3.45;3;94;ýelmo@du.edu.tr;IE45511;0;Physics
Iona;Elna;45512;2.37;4;140;ýelna@du.edu.tr;IE45512;1;International Relations
Ione;Elnora;45513;1.19;1;17;ýelnora@du.edu.tr;IE45513;3;Law
Ira;Elodia;45514;2.98;1;31;ýelodia@du.edu.tr;IE45514;0;Chemistry
Iraida;Elois;45515;2.81;1;27;ýelois@du.edu.tr;IE45515;4;Archaeology and History of Art
Irena;Eloisa;45516;1.86;4;114;ýeloisa@du.edu.tr;IE45516;0;Physics
Irene;Eloise;45517;3.31;3;82;ýeloise@du.edu.tr;IE45517;4;Psychology
Irina;Elouise;45518;1.13;2;47;ýelouise@du.edu.tr;IE45518;4;Psychology
Iris;Eloy;45519;3.24;2;46;ýeloy@du.edu.tr;IE45519;2;Mechanical Engineering
Irish;Elroy;45520;1.2;3;74;ýelroy@du.edu.tr;IE45520;1;International Relations
Irma;Elsa;45521;3.3;3;82;ýelsa@du.edu.tr;IE45521;0;Physics
Irmgard;Else;45522;1.95;3;82;ýelse@du.edu.tr;IE45522;3;Law
Irvin;Elsie;45523;2.77;3;105;ýelsie@du.edu.tr;IE45523;1;Business Administration
Irving;Elsy;45524;3.53;1;17;ýelsy@du.edu.tr;IE45524;0;Physics
Irwin;Elton;45525;2.21;1;20;ýelton@du.edu.tr;IE45525;0;Physics
Isa;Elva;45526;3.58;3;72;ýelva@du.edu.tr;IE45526;2;Computer Engineering
Isaac;Elvera;45527;3.31;2;54;ýelvera@du.edu.tr;IE45527;4;Comparative Literature
Isabel;Elvia;45528;2.29;2;41;ýelvia@du.edu.tr;IE45528;4;Comparative Literature
Isabell;Elvie;45529;1.49;4;127;ýelvie@du.edu.tr;IE45529;3;Law
Isabella;Elvin;45530;3.01;1;12;ýelvin@du.edu.tr;IE45530;1;Economy
Isabelle;Elvina;45531;3.49;3;100;ýelvina@du.edu.tr;IE45531;4;Sociology
Isadora;Elvira;45532;2.28;2;43;ýelvira@du.edu.tr;IE45532;1;International Relations
Isaiah;Elvis;45533;2.72;1;32;ýelvis@du.edu.tr;IE45533;2;Computer Engineering
Isaias;Elwanda;45534;1.21;3;91;ýelwanda@du.edu.tr;IE45534;1;Economy
Isaura;Elwood;45535;3.77;3;103;ýelwood@du.edu.tr;IE45535;4;Philosophy
Isela;Elyse;45536;3.72;3;105;ýelyse@du.edu.tr;IE45536;2;Industrial Engineering
Isiah;Elza;45537;2.2;2;43;ýelza@du.edu.tr;IE45537;3;Law
Isidra;Ema;45538;2.01;4;113;ýema@du.edu.tr;IE45538;1;International Relations
Isidro;Emanuel;45539;3.74;3;91;ýemanuel@du.edu.tr;IE45539;4;Sociology
Isis;Emelda;45540;1.24;4;120;ýemelda@du.edu.tr;IE45540;1;International Relations
Ismael;Emelia;45541;3.34;3;87;ýemelia@du.edu.tr;IE45541;1;Economy
Isobel;Emelina;45542;3.67;2;68;ýemelina@du.edu.tr;IE45542;1;Business Administration
Israel;Emeline;45543;1.94;4;118;ýemeline@du.edu.tr;IE45543;1;International Relations
Isreal;Emely;45544;1.49;2;68;ýemely@du.edu.tr;IE45544;3;Law
Issac;Emerald;45545;1.6;2;37;ýemerald@du.edu.tr;IE45545;0;Chemistry
Iva;Emerita;45546;2.78;4;112;ýemerita@du.edu.tr;IE45546;1;Business Administration
Ivan;Emerson;45547;3.27;1;9;ýemerson@du.edu.tr;IE45547;0;Physics
Ivana;Emery;45548;2.89;4;136;ýemery@du.edu.tr;IE45548;0;Molecular Biology and Genetics
Ivelisse;Emiko;45549;1.65;1;22;ýemiko@du.edu.tr;IE45549;2;Industrial Engineering
Ivette;Emil;45550;1.73;3;76;ýemil@du.edu.tr;IE45550;3;Law
Ivey;Emile;45551;2.43;3;73;ýemile@du.edu.tr;IE45551;1;Economy
Ivonne;Emilee;45552;3.21;1;9;ýemilee@du.edu.tr;IE45552;0;Mathematics
Ivory;Emilia;45553;1.01;3;101;ýemilia@du.edu.tr;IE45553;4;Archaeology and History of Art
Ivy;Emilie;45554;3.89;1;33;ýemilie@du.edu.tr;IE45554;4;Sociology
Izetta;Emilio;45555;1.01;4;132;ýemilio@du.edu.tr;IE45555;3;Law
Izola;Emily;45556;3.82;4;131;ýemily@du.edu.tr;IE45556;1;International Relations
Ja;Emma;45557;2.78;4;115;jemma@du.edu.tr;JE45557;3;Law
Jacalyn;Emmaline;45558;3.13;3;71;jemmaline@du.edu.tr;JE45558;3;Law
Jacelyn;Emmanuel;45559;2.39;3;86;jemmanuel@du.edu.tr;JE45559;4;Psychology
Jacinda;Emmett;45560;3.97;1;12;jemmett@du.edu.tr;JE45560;0;Mathematics
Jacinta;Emmie;45561;3;4;118;jemmie@du.edu.tr;JE45561;1;Business Administration
Jacinto;Emmitt;45562;2.31;4;134;jemmitt@du.edu.tr;JE45562;4;Archaeology and History of Art
Jack;Emmy;45563;1.68;1;23;jemmy@du.edu.tr;JE45563;3;Law
Jackeline;Emogene;45564;2.28;1;21;jemogene@du.edu.tr;JE45564;0;Chemistry
Jackelyn;Emory;45565;1.7;4;128;jemory@du.edu.tr;JE45565;1;Economy
Jacki;Ena;45566;2.72;2;64;jena@du.edu.tr;JE45566;0;Physics
Jackie;Enda;45567;2.02;1;30;jenda@du.edu.tr;JE45567;4;Comparative Literature
Jacklyn;Enedina;45568;1.82;2;41;jenedina@du.edu.tr;JE45568;0;Molecular Biology and Genetics
Jackqueline;Eneida;45569;2.77;4;130;jeneida@du.edu.tr;JE45569;2;Computer Engineering
Jackson;Enid;45570;2.66;3;74;jenid@du.edu.tr;JE45570;3;Law
Jaclyn;Enoch;45571;2.42;1;16;jenoch@du.edu.tr;JE45571;2;Chemical and Biological Engineering 
Jacob;Enola;45572;3.38;2;38;jenola@du.edu.tr;JE45572;4;History
Jacqualine;Enrique;45573;3.22;3;92;jenrique@du.edu.tr;JE45573;3;Law
Jacque;Enriqueta;45574;2.95;2;43;jenriqueta@du.edu.tr;JE45574;2;Computer Engineering
Jacquelin;Epifania;45575;2.33;4;107;jepifania@du.edu.tr;JE45575;1;Economy
Jacqueline;Era;45576;1.23;2;61;jera@du.edu.tr;JE45576;4;Archaeology and History of Art
Jacquelyn;Erasmo;45577;2.08;1;26;jerasmo@du.edu.tr;JE45577;2;Electrical and Electronics Engineering
Jacquelyne;Eric;45578;3.14;4;109;jeric@du.edu.tr;JE45578;0;Mathematics
Jacquelynn;Erica;45579;1.21;2;49;jerica@du.edu.tr;JE45579;3;Law
Jacques;Erich;45580;3.17;3;80;jerich@du.edu.tr;JE45580;0;Molecular Biology and Genetics
Jacquetta;Erick;45581;3.9;4;131;jerick@du.edu.tr;JE45581;2;Chemical and Biological Engineering 
Jacqui;Ericka;45582;3.51;4;115;jericka@du.edu.tr;JE45582;3;Law
Jacquie;Erik;45583;2.54;1;23;jerik@du.edu.tr;JE45583;1;Economy
Jacquiline;Erika;45584;3.19;1;24;jerika@du.edu.tr;JE45584;3;Law
Jacquline;Erin;45585;3.18;4;130;jerin@du.edu.tr;JE45585;1;Business Administration
Jacqulyn;Erinn;45586;3.44;1;27;jerinn@du.edu.tr;JE45586;2;Industrial Engineering
Jada;Erlene;45587;2.09;4;125;jerlene@du.edu.tr;JE45587;0;Mathematics
Jade;Erlinda;45588;2.98;3;80;jerlinda@du.edu.tr;JE45588;3;Law
Jadwiga;Erline;45589;2.95;3;89;jerline@du.edu.tr;JE45589;0;Mathematics
Jae;Erma;45590;3.75;2;37;jerma@du.edu.tr;JE45590;4;Archaeology and History of Art
Jaime;Ermelinda;45591;2.15;2;38;jermelinda@du.edu.tr;JE45591;3;Law
Jaimee;Erminia;45592;1.54;3;74;jerminia@du.edu.tr;JE45592;3;Law
Jaimie;Erna;45593;2.34;1;1;jerna@du.edu.tr;JE45593;3;Law
Jake;Ernest;45594;3.77;3;78;jernest@du.edu.tr;JE45594;4;Sociology
Jaleesa;Ernestina;45595;1.49;3;103;jernestina@du.edu.tr;JE45595;4;Philosophy
Jalisa;Ernestine;45596;2.96;4;112;jernestine@du.edu.tr;JE45596;1;Business Administration
Jama;Ernesto;45597;1.39;1;15;jernesto@du.edu.tr;JE45597;0;Mathematics
Jamaal;Ernie;45598;3.74;3;99;jernie@du.edu.tr;JE45598;1;Economy
Jamal;Errol;45599;2.03;1;35;jerrol@du.edu.tr;JE45599;1;Business Administration
Jamar;Ervin;45600;3.23;2;67;jervin@du.edu.tr;JE45600;4;Media and Visual Arts
Jame;Erwin;45601;1.33;1;11;jerwin@du.edu.tr;JE45601;3;Law
Jamee;Eryn;45602;1.75;2;50;jeryn@du.edu.tr;JE45602;1;Economy
Jamel;Esmeralda;45603;3.2;3;104;jesmeralda@du.edu.tr;JE45603;3;Law
James;Esperanza;45604;3.02;4;121;jesperanza@du.edu.tr;JE45604;1;International Relations
Jamey;Essie;45605;1.62;1;17;jessie@du.edu.tr;JE45605;1;Economy
Jami;Esta;45606;2.43;2;62;jesta@du.edu.tr;JE45606;2;Electrical and Electronics Engineering
Jamie;Esteban;45607;1.8;2;65;jesteban@du.edu.tr;JE45607;0;Mathematics
Jamika;Estefana;45608;2.36;1;7;jestefana@du.edu.tr;JE45608;2;Mechanical Engineering
Jamila;Estela;45609;1.5;3;81;jestela@du.edu.tr;JE45609;0;Physics
Jamison;Estell;45610;3.21;4;136;jestell@du.edu.tr;JE45610;1;Economy
Jammie;Estella;45611;3.99;1;21;jestella@du.edu.tr;JE45611;4;Philosophy
Jan;Estelle;45612;3.62;3;101;jestelle@du.edu.tr;JE45612;3;Law
Jana;Ester;45613;1.29;4;132;jester@du.edu.tr;JE45613;2;Mechanical Engineering
Janae;Esther;45614;1.04;3;100;jesther@du.edu.tr;JE45614;0;Chemistry
Janay;Estrella;45615;3.71;2;66;jestrella@du.edu.tr;JE45615;1;International Relations
Jane;Etha;45616;3.15;1;28;jetha@du.edu.tr;JE45616;4;Comparative Literature
Janean;Ethan;45617;1.59;1;17;jethan@du.edu.tr;JE45617;1;International Relations
Janee;Ethel;45618;2.26;1;30;jethel@du.edu.tr;JE45618;1;Business Administration
Janeen;Ethelene;45619;3.27;1;12;jethelene@du.edu.tr;JE45619;2;Chemical and Biological Engineering 
Janel;Ethelyn;45620;3.4;3;71;jethelyn@du.edu.tr;JE45620;4;History
Janell;Ethyl;45621;2.43;4;114;jethyl@du.edu.tr;JE45621;0;Mathematics
Janella;Etsuko;45622;2.64;1;33;jetsuko@du.edu.tr;JE45622;0;Molecular Biology and Genetics
Janelle;Etta;45623;2.47;2;67;jetta@du.edu.tr;JE45623;0;Physics
Janene;Ettie;45624;1.94;1;1;jettie@du.edu.tr;JE45624;1;International Relations
Janessa;Eufemia;45625;2.39;4;133;jeufemia@du.edu.tr;JE45625;1;Economy
Janet;Eugena;45626;3.38;1;24;jeugena@du.edu.tr;JE45626;0;Molecular Biology and Genetics
Janeth;Eugene;45627;1.26;3;93;jeugene@du.edu.tr;JE45627;2;Mechanical Engineering
Janett;Eugenia;45628;3.69;3;99;jeugenia@du.edu.tr;JE45628;3;Law
Janetta;Eugenie;45629;2.51;2;39;jeugenie@du.edu.tr;JE45629;0;Physics
Janette;Eugenio;45630;1.27;2;70;jeugenio@du.edu.tr;JE45630;3;Law
Janey;Eula;45631;2.51;3;76;jeula@du.edu.tr;JE45631;1;Business Administration
Jani;Eulah;45632;1.21;3;76;jeulah@du.edu.tr;JE45632;0;Physics
Janice;Eulalia;45633;1.94;2;37;jeulalia@du.edu.tr;JE45633;0;Molecular Biology and Genetics
Janie;Eun;45634;2.42;2;43;jeun@du.edu.tr;JE45634;2;Chemical and Biological Engineering 
Janiece;Euna;45635;1.32;3;74;jeuna@du.edu.tr;JE45635;1;Business Administration
Janina;Eunice;45636;3.13;3;74;jeunice@du.edu.tr;JE45636;1;Business Administration
Janine;Eura;45637;2.88;1;13;jeura@du.edu.tr;JE45637;3;Law
Janis;Eusebia;45638;3.5;2;66;jeusebia@du.edu.tr;JE45638;4;Comparative Literature
Janise;Eusebio;45639;1.1;4;133;jeusebio@du.edu.tr;JE45639;3;Law
Janita;Eustolia;45640;3.96;4;130;jeustolia@du.edu.tr;JE45640;1;Business Administration
Jann;Eva;45641;2.16;1;34;jeva@du.edu.tr;JE45641;2;Electrical and Electronics Engineering
